name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
Bistro Claytopia,Yes,Yes,4.1,1856,600.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
B-hive,No,Yes,4.3,1559,1200.0,Dine-out,Koramangala 7th Block,1,Pub,0,0,1
Mudpipe Cafe,Yes,Yes,4.5,1883,900.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Cafe Thulp,Yes,No,4.2,3007,1000.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Moghul Durbar Restaurant,No,No,4.0,339,550.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Malabar Bay,Yes,Yes,4.2,1544,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Fattoush,Yes,No,4.1,1298,900.0,Dine-out,Koramangala 7th Block,0,Casual Dining,0,0,1
Koshe Kosha,Yes,No,4.0,579,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Petoo,Yes,No,3.8,178,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Narmadha's Hyderabad Biriyani,No,No,3.9,207,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Savoury - Sea Shell Restaurant,Yes,No,3.9,468,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Hotel Godavari,Yes,No,3.9,227,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Jose's Mess,No,No,4.4,320,300.0,Dine-out,Koramangala 7th Block,1,Mess,1,0,0
Dadi's Dum Biryani,Yes,Yes,4.1,2732,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Cafe Terra,Yes,No,4.1,779,700.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Biryani Spot,Yes,No,3.5,9,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Thottathil Restaurant,No,No,3.8,71,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
KKR Foodies,Yes,No,3.7,42,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Savoury Restaurant,Yes,No,3.9,421,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Pecos Hideout,No,Yes,4.0,171,1100.0,Dine-out,Koramangala 7th Block,1,Bar,0,1,0
King Punjabi Restaurant,No,No,3.8,53,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sharma's Malai & Masala,Yes,No,4.0,457,650.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Punjabi Nawabi,Yes,No,4.0,112,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Grillopia,Yes,No,3.9,99,1000.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Alankrutha,Yes,No,3.8,262,550.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Chicken County Grand,Yes,No,3.9,328,650.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Bengali Fun Foods,Yes,Yes,3.9,68,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Birinz,Yes,No,4.1,300,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Ilyazsab Shawarma Cafe,Yes,No,5.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Pingara,Yes,No,3.8,94,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Royal View Restaurant,Yes,No,3.7,26,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Ramji Chaiwale,Yes,No,3.8,94,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Empark Inn Restaurant,No,No,3.7,38,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Lounge 189,No,No,3.8,158,1300.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Habibi Falafel,Yes,No,4.3,221,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Curry Leaves,Yes,No,3.8,232,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Hakka Chinese Restaurant,Yes,No,3.9,332,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
ThrowBack - Pub & Dine,No,No,3.9,234,1000.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
Gyani Da Punjabi Dhaba,Yes,No,3.9,1190,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
El Salver,Yes,Yes,3.9,74,900.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
New Gongura's,Yes,No,3.7,47,550.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
C. K. Mega Hot Food,Yes,No,4.0,103,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
New Friends,Yes,No,3.8,273,900.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,No,No,3.4,5,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Hyderabad Bawarchi,No,No,3.9,118,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Awesome Foods,Yes,No,3.7,27,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Muthashy's,Yes,No,4.2,472,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Kannur Food Point,No,No,4.0,141,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Food Therapy,No,No,3.691216896431196,0,1000.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
Royal Paris,Yes,No,3.8,73,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Cafe Fattoush,Yes,No,3.8,24,700.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Ambur Star Briyani,Yes,No,3.6,386,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mecaf Family Restaurant,Yes,No,3.9,215,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
New Prashanth Hotel,Yes,No,3.1,53,750.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
City Durbar,Yes,No,3.7,72,450.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Hyderabadi Biryani Hub,Yes,No,3.6,221,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Amaravati,No,No,3.6,39,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Navya Foods,Yes,No,3.4,8,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Black Cup Cafe,Yes,No,3.7,28,400.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Tandoor Garden,Yes,No,3.6,71,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mars Chicken Delight,No,No,3.7,107,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Xpress Chai,Yes,No,3.7,32,150.0,Dine-out,Koramangala 7th Block,1,Beverage Shop,0,1,0
Head's Or Tail's,No,Yes,4.0,137,1000.0,Dine-out,Koramangala 7th Block,1,Bar,0,0,1
Darshan Paradise Restaurant,Yes,No,3.6,16,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Wok Shop,Yes,No,4.1,271,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
The Cake Lair,Yes,No,3.4,10,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Alfa Family Restaurant,No,No,3.0,30,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Crown Resto,No,No,3.691216896431196,0,450.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Sri Vishnu Park,Yes,No,3.8,102,350.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Kabab Ghar,Yes,No,3.3,14,600.0,Dine-out,Koramangala 7th Block,1,mixed,1,0,0
Karavali Kolimane,Yes,No,3.7,28,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Sahana's (Nati Style),Yes,No,3.7,48,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Falooda Cafe,Yes,No,3.6,11,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Yeti,No,No,3.7,22,300.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Sai Mango Tree,Yes,No,3.6,45,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Pani Kum Chai,Yes,No,3.9,67,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Ashirvaad Grand,Yes,No,4.0,115,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
New Surya Sweets & Snacks,No,No,3.5,7,300.0,Dine-out,Koramangala 7th Block,1,Sweet Shop,0,1,0
Nadan Thattukada,Yes,No,3.7,36,200.0,Dine-out,Koramangala 7th Block,0,Quick Bites,1,0,0
New Tasty Cafeteria,Yes,No,3.8,377,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
New Limra Hotel,No,No,3.3,5,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Amdo's Corner Tibetan Foods,No,No,4.0,47,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Avon Bar & Kitchen,No,No,3.8,106,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Punjabi Chulha,Yes,No,3.8,38,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Tree Top,Yes,No,3.8,75,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Fogg,No,Yes,5.0,0,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Just Sandwiches,Yes,No,3.6,10,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Hotel Janatha,No,No,3.9,31,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Bangalore Star Biriyani,No,No,3.4,7,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cafe Arabica,No,No,3.8,69,700.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Aaccord Restaurant,Yes,No,5.0,0,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Krishna Vaibhava,Yes,No,3.6,42,350.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Under The Hood,Yes,No,4.0,76,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Anda Ka Funda,Yes,No,3.2,64,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Indian Chicken Biryani Point,Yes,No,3.3,9,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Kabab Magic,Yes,No,3.8,885,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Swad Punjab Da,Yes,No,4.1,134,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Nanna Munna Paratha House,Yes,No,3.5,12,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Srinivasa Mess,Yes,No,3.7,34,300.0,Dine-out,Koramangala 7th Block,1,Mess,0,0,1
Tawa Sagara,No,No,3.8,122,555.5920026514856,Dine-out,Koramangala 7th Block,0,Casual Dining,0,1,0
Abhiruchi Hotel,Yes,No,3.5,743,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Malabar Cafe,Yes,No,3.3,4,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
B2D Indori Dhaba,No,No,3.4,5,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Afghani Tandoori Hub,Yes,No,3.7,14,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Zam Zam Darbar,No,No,2.9,84,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Indus Family Restaurant,Yes,No,3.8,117,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Lucknowiz,Yes,No,3.5,323,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Just Shawarma,Yes,No,3.9,201,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Al Hayath,No,No,3.5,16,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Khaja Point,No,No,5.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Aata's Kitchen,Yes,No,3.3,8,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Akshaya Grand,Yes,No,3.4,29,750.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Bakers Town,Yes,No,3.6,42,600.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Chaatimes,Yes,No,3.4,47,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sagar Fast Food,Yes,No,3.7,67,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cravy Wings,Yes,No,4.2,289,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
All Aromas,Yes,No,3.5,6,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Eat N Pack,No,No,3.3,4,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Bake and Juice,Yes,No,3.5,16,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Taste Of Malabar,Yes,No,3.6,23,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Hungry Lee,No,No,4.1,357,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Kannoor Restaurant,Yes,No,3.1,18,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Al Manar,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Kairali,Yes,No,3.9,172,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
BTM Ghar ka Khana,No,No,3.7,127,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Rolls On Wheels,No,No,3.4,16,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Indori Chatorey,Yes,No,2.8,137,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Biriyani Pedia,Yes,No,4.0,59,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Body Temple,Yes,No,3.3,12,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Rajveena Kitchen,Yes,No,3.7,28,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Friends Chats Adda,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Hotel Udipi Krishna,No,No,3.691216896431196,0,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Amjad Bhai's Star Hotel - Home Food Only,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Royal Biryani Kitchen,Yes,No,4.0,197,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Garage Food Company,Yes,No,5.0,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Champaran Spice,No,No,3.4,6,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
S.S Bangali Restaurant,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Bisimillah Biriyani,No,No,3.5,11,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Kesar Sweet Shop and Fast Food,No,No,4.0,213,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Tasty Magic,Yes,No,2.7,74,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Bawarchi Inn,Yes,No,3.1,140,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
3 Spice,Yes,No,3.9,156,450.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Vijayalakshmi Veg,Yes,No,3.9,100,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Hungry Lion,No,No,3.0,16,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Biryani Dawat,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Momo Time,Yes,No,3.691216896431196,0,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Golden China,Yes,No,3.6,23,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Yo! Thali,Yes,No,3.3,7,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Nandanam Family Restaurant,Yes,No,3.6,19,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Parathe Wali Gali,Yes,No,3.8,38,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Hotel Ruchi Priya,Yes,No,3.6,22,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Arabian Bites,Yes,No,3.4,24,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Swaadam Veg,Yes,No,3.6,34,300.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Upahara Sagar,No,No,2.9,25,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cafe Alchemist,Yes,No,3.8,62,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Healthy Parathawala,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Veruthe Oru Thattukada,Yes,No,3.7,27,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Kallummakkaya,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sri Krishna Kitchen,Yes,No,3.6,42,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Namma Kadai,No,No,3.4,4,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Kapoor's Biriyani,Yes,No,3.3,334,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Ammus Hot N Cool,Yes,No,3.5,85,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Golden Grill Restaurant,No,No,3.5,18,550.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Eat N Drink,No,No,3.8,87,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sk Grand Hotel,No,No,3.2,6,400.0,Dine-out,Koramangala 7th Block,0,Quick Bites,1,0,0
Nile Garden Restaurant,Yes,No,2.6,33,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Harilal ka Bihari Dhaba,Yes,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Dhaba,1,0,0
Aroma Fine Dine,Yes,Yes,4.0,126,900.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Chef Baker's,Yes,No,3.6,37,450.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Stop N Joy,No,No,3.691216896431196,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Allana Kabab,No,No,3.3,4,200.0,Dine-out,Koramangala 7th Block,0,Quick Bites,1,0,0
Subham Pal Kitchen,Yes,No,3.3,10,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Swad Restaurant,Yes,No,3.7,114,500.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
Whooppeezz,No,No,4.0,374,500.0,Dine-out,Koramangala 7th Block,0,Casual Dining,0,1,0
Invitation Bar & Restaurant,No,No,3.0,16,1000.0,Dine-out,Koramangala 7th Block,1,Bar,1,0,0
Vijaya Sagar,No,No,3.6,15,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Priya Restaurant,No,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Smoothie Hub,No,No,4.0,0,150.0,Dine-out,Koramangala 7th Block,1,Beverage Shop,0,1,0
Wellness Cafe,No,No,5.0,0,400.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Idly PIdly,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Rayalaseema Ruchulu,No,No,3.691216896431196,0,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
M World Cafe,Yes,No,3.5,14,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
New Grand Restaurant,Yes,No,3.1,11,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Chillout,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Desi Vibes,Yes,No,3.7,46,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
HungerLoft,Yes,No,2.5,109,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Hyderabad Biriyani House,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
New Royal Treat,Yes,No,2.8,102,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Omleterian,Yes,No,5.0,0,200.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,1,0
Sri Saravana Bhavan,No,No,3.8,36,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Zafron Cafe,No,No,4.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Fillers,Yes,No,3.9,140,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Tiwari's,Yes,No,3.9,75,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Zanzibar - Davanam Sarovar Portico Suites,No,No,3.5,39,1200.0,Dine-out,Koramangala 7th Block,1,Bar,0,1,0
Skywalk Restobar,No,No,3.3,5,700.0,Dine-out,Koramangala 7th Block,1,mixed,1,0,0
Gangothri Kabab Corner,No,No,3.1,18,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Thalassery Cafe,No,No,3.4,7,150.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,1,0
Aaharaa,No,No,5.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Maruti Garden,No,No,4.0,0,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Savandh's Kitchen - Donne Biryani,No,No,3.0,0,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Anvar Bhai's,Yes,No,5.0,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Bismillah Hotel,No,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
La Passion Cafe,Yes,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Crystal Grandeur,Yes,No,4.0,0,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Nawab-E-Khana,Yes,No,3.2,30,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Ghar Ka Khana,Yes,No,3.7,95,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Kataria's Home Food,Yes,No,3.1,40,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Biriyani Factory,No,No,3.1,31,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
House of Tasty Food,Yes,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Bisimillah Biriyani's & Kebab's,No,No,3.3,6,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
SS Hot Dhum Briyani Point,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cafe 58,No,No,3.4,4,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Melt,No,No,4.0,115,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Aroma Cafe,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Tawa,Yes,No,3.4,25,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Little Kitchen,Yes,No,3.6,82,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Chefie,Yes,No,3.8,37,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Ghee Biryani House,Yes,No,3.3,9,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cafe 221B,Yes,Yes,3.7,49,300.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Kor Cafe,Yes,No,3.8,36,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Habitts,Yes,No,3.7,62,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Al Habibi Restaurant,Yes,No,3.5,17,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Indian Paratha Factory,Yes,No,2.9,24,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sher-E-Punjab,Yes,No,3.1,23,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Appam & Curry,Yes,No,3.8,18,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Hotel Orchid,No,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Neer Dosa Fish Land,No,No,3.6,39,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Juice Point,No,No,3.2,6,100.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Seekers Cafe,No,No,3.6,25,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Dash In,No,No,3.1,53,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Loca Moca,No,No,3.7,46,600.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
De Street Cafe,No,No,3.6,61,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Cafe Hush,No,No,3.6,22,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Hunger Buds,No,No,3.5,10,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Multi Kitchen,No,No,4.5,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Desi Vdesi,Yes,No,3.8,50,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Miss Momo,Yes,No,3.2,11,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Jayanagara Donne Biryani,Yes,No,3.6,62,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Mangalore Lunch Home,Yes,No,3.6,43,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
David's Kitchen,Yes,No,3.6,14,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Jigarthanda,No,No,3.6,12,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
